_id,Date,Time,Open,Close,Highest,Lowest,Volume
65a6ab8583eef1493513df3f,2024-01-16,21:45:00,1372.8,1372.8,1383.2,1353.5,1288691
65a6ab8983eef1493513df40,2024-01-16,21:45:05,1372.8,1372.8,1383.2,1353.5,1288691
65a6ab8e83eef1493513df41,2024-01-16,21:45:10,1372.8,1372.8,1383.2,1353.5,1288691
65a6ab8e0506621239a23cc9,2024-01-16,21:45:10,1372.8,1372.8,1383.2,1353.5,1288691
65a6ab9383eef1493513df42,2024-01-16,21:45:15,1372.8,1372.8,1383.2,1353.5,1288691
65a6ab930506621239a23cca,2024-01-16,21:45:15,1372.8,1372.8,1383.2,1353.5,1288691
65a6ab9883eef1493513df43,2024-01-16,21:45:20,1372.8,1372.8,1383.2,1353.5,1288691
65a6ab980506621239a23ccb,2024-01-16,21:45:20,1372.8,1372.8,1383.2,1353.5,1288691
65a6ab9d83eef1493513df44,2024-01-16,21:45:25,1372.8,1372.8,1383.2,1353.5,1288691
65a6ab9d0506621239a23ccc,2024-01-16,21:45:25,1372.8,1372.8,1383.2,1353.5,1288691
65a6aba283eef1493513df45,2024-01-16,21:45:30,1372.8,1372.8,1383.2,1353.5,1288691
65a6aba20506621239a23ccd,2024-01-16,21:45:30,1372.8,1372.8,1383.2,1353.5,1288691
65a6aba783eef1493513df46,2024-01-16,21:45:35,1372.8,1372.8,1383.2,1353.5,1288691
65a6aba70506621239a23cce,2024-01-16,21:45:35,1372.8,1372.8,1383.2,1353.5,1288691
65a6abac83eef1493513df47,2024-01-16,21:45:40,1372.8,1372.8,1383.2,1353.5,1288691
65a6abac0506621239a23ccf,2024-01-16,21:45:40,1372.8,1372.8,1383.2,1353.5,1288691
65a6abb183eef1493513df48,2024-01-16,21:45:45,1372.8,1372.8,1383.2,1353.5,1288691
65a6abb10506621239a23cd0,2024-01-16,21:45:45,1372.8,1372.8,1383.2,1353.5,1288691
65a6abb683eef1493513df49,2024-01-16,21:45:50,1372.8,1372.8,1383.2,1353.5,1288691
65a6abb60506621239a23cd1,2024-01-16,21:45:50,1372.8,1372.8,1383.2,1353.5,1288691
65a6abbb83eef1493513df4a,2024-01-16,21:45:55,1372.8,1372.8,1383.2,1353.5,1288691
65a6abbb0506621239a23cd2,2024-01-16,21:45:55,1372.8,1372.8,1383.2,1353.5,1288691
65a6abc083eef1493513df4b,2024-01-16,21:46:00,1372.8,1372.8,1383.2,1353.5,1288691
65a6abc00506621239a23cd3,2024-01-16,21:46:00,1372.8,1372.8,1383.2,1353.5,1288691
65a6abc583eef1493513df4c,2024-01-16,21:46:05,1372.8,1372.8,1383.2,1353.5,1288691
65a6abc50506621239a23cd4,2024-01-16,21:46:05,1372.8,1372.8,1383.2,1353.5,1288691
65a6abca83eef1493513df4d,2024-01-16,21:46:10,1372.8,1372.8,1383.2,1353.5,1288691
65a6abca0506621239a23cd5,2024-01-16,21:46:10,1372.8,1372.8,1383.2,1353.5,1288691
65a6abcf83eef1493513df4e,2024-01-16,21:46:15,1372.8,1372.8,1383.2,1353.5,1288691
65a6abcf0506621239a23cd6,2024-01-16,21:46:15,1372.8,1372.8,1383.2,1353.5,1288691
65a6abd483eef1493513df4f,2024-01-16,21:46:20,1372.8,1372.8,1383.2,1353.5,1288691
65a6abd40506621239a23cd7,2024-01-16,21:46:20,1372.8,1372.8,1383.2,1353.5,1288691
65a6abd983eef1493513df50,2024-01-16,21:46:25,1372.8,1372.8,1383.2,1353.5,1288691
65a6abd90506621239a23cd8,2024-01-16,21:46:25,1372.8,1372.8,1383.2,1353.5,1288691
65a6abde83eef1493513df51,2024-01-16,21:46:30,1372.8,1372.8,1383.2,1353.5,1288691
65a6abde0506621239a23cd9,2024-01-16,21:46:30,1372.8,1372.8,1383.2,1353.5,1288691
65a6abe383eef1493513df52,2024-01-16,21:46:35,1372.8,1372.8,1383.2,1353.5,1288691
65a6abe30506621239a23cda,2024-01-16,21:46:35,1372.8,1372.8,1383.2,1353.5,1288691
65a6abe883eef1493513df53,2024-01-16,21:46:40,1372.8,1372.8,1383.2,1353.5,1288691
65a6abe80506621239a23cdb,2024-01-16,21:46:40,1372.8,1372.8,1383.2,1353.5,1288691
65a6abed83eef1493513df54,2024-01-16,21:46:45,1372.8,1372.8,1383.2,1353.5,1288691
65a6abed0506621239a23cdc,2024-01-16,21:46:45,1372.8,1372.8,1383.2,1353.5,1288691
65a6abf283eef1493513df55,2024-01-16,21:46:50,1372.8,1372.8,1383.2,1353.5,1288691
65a6abf20506621239a23cdd,2024-01-16,21:46:50,1372.8,1372.8,1383.2,1353.5,1288691
65a6abf783eef1493513df56,2024-01-16,21:46:55,1372.8,1372.8,1383.2,1353.5,1288691
65a6abf70506621239a23cde,2024-01-16,21:46:55,1372.8,1372.8,1383.2,1353.5,1288691
65a6abfc83eef1493513df57,2024-01-16,21:47:00,1372.8,1372.8,1383.2,1353.5,1288691
65a6abfc0506621239a23cdf,2024-01-16,21:47:00,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac0183eef1493513df58,2024-01-16,21:47:05,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac010506621239a23ce0,2024-01-16,21:47:05,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac060506621239a23ce1,2024-01-16,21:47:10,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac0683eef1493513df59,2024-01-16,21:47:10,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac0b83eef1493513df5a,2024-01-16,21:47:15,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac0b0506621239a23ce2,2024-01-16,21:47:15,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac1083eef1493513df5b,2024-01-16,21:47:20,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac100506621239a23ce3,2024-01-16,21:47:20,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac1583eef1493513df5c,2024-01-16,21:47:25,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac150506621239a23ce4,2024-01-16,21:47:25,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac1a0506621239a23ce5,2024-01-16,21:47:30,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac1a83eef1493513df5d,2024-01-16,21:47:30,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac1f83eef1493513df5e,2024-01-16,21:47:35,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac1f0506621239a23ce6,2024-01-16,21:47:35,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac2483eef1493513df5f,2024-01-16,21:47:40,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac240506621239a23ce7,2024-01-16,21:47:40,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac2983eef1493513df60,2024-01-16,21:47:45,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac290506621239a23ce8,2024-01-16,21:47:45,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac2e83eef1493513df61,2024-01-16,21:47:50,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac2e0506621239a23ce9,2024-01-16,21:47:50,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac3383eef1493513df62,2024-01-16,21:47:55,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac330506621239a23cea,2024-01-16,21:47:55,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac3883eef1493513df63,2024-01-16,21:48:00,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac380506621239a23ceb,2024-01-16,21:48:00,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac3d83eef1493513df64,2024-01-16,21:48:05,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac3d0506621239a23cec,2024-01-16,21:48:05,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac4283eef1493513df65,2024-01-16,21:48:10,1372.8,1372.8,1383.2,1353.5,1288691
65a6ac420506621239a23ced,2024-01-16,21:48:10,1372.8,1372.8,1383.2,1353.5,1288691
